2024-11-06 12:53:09 | ('10.200.4.143', 65313) -> Server | Подключился | None
2024-11-06 12:53:11 | ('10.200.4.143', 65313) -> Server | Отправил пакет | b'\x01\x00\x00\x0b\x00$\x00\x01\x00\x01\x84\x19\x00\x01\x00\x81\xff\xff\xff\x11\x01\x01\x01\x16\x00\xff\xff\xff\x11B862846040545181\xf5\x03m\xa6'
2024-11-06 12:53:11 | ('10.200.4.143', 65313) -> Server | Отправленный пакет обработан | {'PRV': b'\x01', 'SKID': b'\x00', 'tmp_byte': b'\x00', 'PRF': '00', 'RTE': '0', 'ENA': '00', 'CMP': '0', 'PR': '00', 'HL': b'\x0b', 'HE': b'\x00', 'FDL': b'\x00$', 'PID': b'\x00\x01', 'PT': b'\x01', 'HCS': b'\x84', 'SFRD': {'RID=1': {'RL': b'\x00\x19', 'RN': b'\x00\x01', 'RFL': b'\x81', 'SSOD': '1', 'RSOD': '0', 'GRP': '0', 'RPP': '00', 'TMFE': '0', 'EVFE': '0', 'OBFE': '1', 'OID': b'\x11\xff\xff\xff', 'SST': b'\x01', 'RST': b'\x01', 'RD': {'SRD=1': {'SRT': b'\x01', 'SRL': b'\x00\x16', 'SRD': {'TID': b'\x11\xff\xff\xff', 'MNE': '0', 'BSE': '1', 'NIDE': '0', 'SSRA': '0', 'LNGCE': '0', 'IMSIE': '0', 'IMEIE': '1', 'HDIDE': '0', 'IMEI': '862846040545181', 'BS': b'\x03\xf5', 'MSISDN': '000000000000000'}}}}}, 'SFRCS': b'\xa6m'}
2024-11-06 12:53:11 | Server -> ('10.200.4.143', 65313) | Отправил пакет | b'\x01\x00\x00\x0b\x00\x03\x00\x01\x00\x00\x16\x01\x00\x00\xac\xfb'
2024-11-06 12:53:18 | ('10.200.4.143', 65313) -> Server | Отправил пакет | b"\x01\x00\x00\x0b\x00$\x02\x02\x00\x01I~\x00\x02\x00\x81\xff\xff\xff\x11\x02\x02\x10\x1a\x006\x01\xee\x1b\x00M\xfb\x9c\x80-\xfa*\x93\x1d\x00\x00,\x05\x00\x00\x00\xa8\x00\x00\x00\x00\x11\x06\x00.n\x00\xaa\x00\n\x12\x1c\x00\x01\x0f\xff\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x14\x05\x00\x02\x82\x00'\x04\x19\x04\x00dw\xe2\x00\x19\x04\x00e\x00\x00\x00\x19\x04\x00f\x01\x00\x00\x19\x04\x00gw\xe2\x00\x19\x04\x00hw\xe2\x00\x19\x04\x00i6<+\x19\x04\x00nw\xe2\x00~\x00\x03\x00\x81\xff\xff\xff\x11\x02\x02\x10\x1a\x005\x01\xee\x1b\x00L\xfb\x9c@-\xfa*\x9b,\x002,\x05\x00\x00\x00\xa8\x00\x00\x00\x00\x11\x06\x00.x\x00\xaa\x00\n\x12\x1c\x00\x01\x0f\xff\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x14\x05\x00\x02\x82\x00'\x04\x19\x04\x00dv\xe2\x00\x19\x04\x00e\x01\x00\x00\x19\x04\x00f\x01\x00\x00\x19\x04\x00gw\xe2\x00\x19\x04\x00hv\xe2\x00\x19\x04\x00i5<+\x19\x04\x00nv\xe2\x00~\x00\x04\x00\x81\xff\xff\xff\x11\x02\x02\x10\x1a\x00\xd9\x00\xee\x1b\x00T\xfb\x9c@)\xfa*\x9b\x0c\x00\x00+\x05\x00\x00\x00\xad\x00\x00\x00\x00\x11\x06\x00\xcex\x00\xaa\x00\n\x12\x1c\x00\x01\x0f\xff\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x14\x05\x00\x02\x82\x00'\x04\x19\x04\x00du\xe2\x00\x19\x04\x00e\x02\x00\x00\x19\x04\x00f\x01\x00\x00\x19\x04\x00gw\xe2\x00\x19\x04\x00hu\xe2\x00\x19\x04\x00i\xd9;+\x19\x04\x00nu\xe2\x00~\x00\x05\x00\x81\xff\xff\xff\x11\x02\x02\x10\x1a\x00u\x00\xee\x1b\x00O\xfb\x9c\x00&\xfa*\x9b\x0c\x00\x00+\x05\x00\x00\x00\xa9\x00\x00\x00\x00\x11\x06\x00nd\x00\x8c\x00\x0b\x12\x1c\x00\x01\x0f\xff\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x14\x05\x00\x02\x82\x00'\x04\x19\x04\x00dt\xe2\x00\x19\x04\x00e\x03\x00\x00\x19\x04\x00f\x01\x00\x00\x19\x04\x00gw\xe2\x00\x19\x04\x00ht\xe2\x00\x19\x04\x00iu;+\x19\x04\x00nt\xe2\x00\xc5\xb8"
2024-11-06 12:53:18 | ('10.200.4.143', 65313) -> Server | Отправленный пакет обработан | {'PRV': b'\x01', 'SKID': b'\x00', 'tmp_byte': b'\x00', 'PRF': '00', 'RTE': '0', 'ENA': '00', 'CMP': '0', 'PR': '00', 'HL': b'\x0b', 'HE': b'\x00', 'FDL': b'\x02$', 'PID': b'\x00\x02', 'PT': b'\x01', 'HCS': b'I', 'SFRD': {'RID=1': {'RL': b'\x00~', 'RN': b'\x00\x05', 'RFL': b'\x81', 'SSOD': '1', 'RSOD': '0', 'GRP': '0', 'RPP': '00', 'TMFE': '0', 'EVFE': '0', 'OBFE': '1', 'OID': b'\x11\xff\xff\xff', 'SST': b'\x02', 'RST': b'\x02', 'RD': {'SRD=1': {'SRT': b'\x10', 'SRL': b'\x00\x1a', 'SRD': {'NTM': b'\x1b\xee\x00u', 'LAT': b'\x9c\xfbO\x00', 'LONG': b'*\xfa&\x00', 'ALTE': '1', 'LOHS': '0', 'LAHS': '0', 'MV': '1', 'BB': '1', 'CS': '0', 'FIX': '1', 'VLD': '1', 'SPD0': b'\x0c', 'DIRH': '0', 'ALTS': '0', 'SPD1': '000000', 'DIR': b'\x00', 'ODM': b'+\x05\x00', 'DIN': b'\x00', 'SRC': b'\x00', 'ALT': b'\xa9\x00\x00'}}, 'SRD=2': {'SRT': b'\x11', 'SRL': b'\x00\x06', 'SRD': {'NSFE': '0', 'SFE': '1', 'PFE': '1', 'HFE': '1', 'VFE': '0', 'HDOP': b'\x00d', 'PDOP': b'\x00\x8c', 'SAT': b'\x0b', 'NS': b''}}, 'SRD=3': {'SRT': b'\x12', 'SRL': b'\x00\x1c', 'SRD': {'DIOE8': '0', 'DIOE7': '0', 'DIOE6': '0', 'DIOE5': '0', 'DIOE4': '0', 'DIOE3': '0', 'DIOE2': '0', 'DIOE1': '1', 'DOUT': b'\x0f', 'ASFE8': '1', 'ASFE7': '1', 'ASFE6': '1', 'ASFE5': '1', 'ASFE4': '1', 'ASFE3': '1', 'ASFE2': '1', 'ASFE1': '1', 'ADIO1': b'\x00', 'ANS1': b'\x00\x00\x00', 'ANS2': b'\x00\x00\x00', 'ANS3': b'\x00\x00\x00', 'ANS4': b'\x00\x00\x00', 'ANS5': b'\x00\x00\x00', 'ANS6': b'\x00\x00\x00', 'ANS7': b'\x00\x00\x00', 'ANS8': b'\x00\x00\x00'}}, 'SRD=4': {'SRT': b'\x14', 'SRL': b'\x00\x05', 'SRD': {'SA': b'\x02', 'ATM': b"\x04'\x00\x82"}}, 'SRD=5': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'd', 'CNV': b't\xe2\x00'}}, 'SRD=6': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'e', 'CNV': b'\x03\x00\x00'}}, 'SRD=7': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'f', 'CNV': b'\x01\x00\x00'}}, 'SRD=8': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'g', 'CNV': b'w\xe2\x00'}}, 'SRD=9': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'h', 'CNV': b't\xe2\x00'}}, 'SRD=10': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'i', 'CNV': b'u;+'}}, 'SRD=11': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'n', 'CNV': b't\xe2\x00'}}}}, 'RID=2': {'RL': b'\x00~', 'RN': b'\x00\x05', 'RFL': b'\x81', 'SSOD': '1', 'RSOD': '0', 'GRP': '0', 'RPP': '00', 'TMFE': '0', 'EVFE': '0', 'OBFE': '1', 'OID': b'\x11\xff\xff\xff', 'SST': b'\x02', 'RST': b'\x02', 'RD': {'SRD=1': {'SRT': b'\x10', 'SRL': b'\x00\x1a', 'SRD': {'NTM': b'\x1b\xee\x00u', 'LAT': b'\x9c\xfbO\x00', 'LONG': b'*\xfa&\x00', 'ALTE': '1', 'LOHS': '0', 'LAHS': '0', 'MV': '1', 'BB': '1', 'CS': '0', 'FIX': '1', 'VLD': '1', 'SPD0': b'\x0c', 'DIRH': '0', 'ALTS': '0', 'SPD1': '000000', 'DIR': b'\x00', 'ODM': b'+\x05\x00', 'DIN': b'\x00', 'SRC': b'\x00', 'ALT': b'\xa9\x00\x00'}}, 'SRD=2': {'SRT': b'\x11', 'SRL': b'\x00\x06', 'SRD': {'NSFE': '0', 'SFE': '1', 'PFE': '1', 'HFE': '1', 'VFE': '0', 'HDOP': b'\x00d', 'PDOP': b'\x00\x8c', 'SAT': b'\x0b', 'NS': b''}}, 'SRD=3': {'SRT': b'\x12', 'SRL': b'\x00\x1c', 'SRD': {'DIOE8': '0', 'DIOE7': '0', 'DIOE6': '0', 'DIOE5': '0', 'DIOE4': '0', 'DIOE3': '0', 'DIOE2': '0', 'DIOE1': '1', 'DOUT': b'\x0f', 'ASFE8': '1', 'ASFE7': '1', 'ASFE6': '1', 'ASFE5': '1', 'ASFE4': '1', 'ASFE3': '1', 'ASFE2': '1', 'ASFE1': '1', 'ADIO1': b'\x00', 'ANS1': b'\x00\x00\x00', 'ANS2': b'\x00\x00\x00', 'ANS3': b'\x00\x00\x00', 'ANS4': b'\x00\x00\x00', 'ANS5': b'\x00\x00\x00', 'ANS6': b'\x00\x00\x00', 'ANS7': b'\x00\x00\x00', 'ANS8': b'\x00\x00\x00'}}, 'SRD=4': {'SRT': b'\x14', 'SRL': b'\x00\x05', 'SRD': {'SA': b'\x02', 'ATM': b"\x04'\x00\x82"}}, 'SRD=5': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'd', 'CNV': b't\xe2\x00'}}, 'SRD=6': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'e', 'CNV': b'\x03\x00\x00'}}, 'SRD=7': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'f', 'CNV': b'\x01\x00\x00'}}, 'SRD=8': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'g', 'CNV': b'w\xe2\x00'}}, 'SRD=9': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'h', 'CNV': b't\xe2\x00'}}, 'SRD=10': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'i', 'CNV': b'u;+'}}, 'SRD=11': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'n', 'CNV': b't\xe2\x00'}}}}, 'RID=3': {'RL': b'\x00~', 'RN': b'\x00\x05', 'RFL': b'\x81', 'SSOD': '1', 'RSOD': '0', 'GRP': '0', 'RPP': '00', 'TMFE': '0', 'EVFE': '0', 'OBFE': '1', 'OID': b'\x11\xff\xff\xff', 'SST': b'\x02', 'RST': b'\x02', 'RD': {'SRD=1': {'SRT': b'\x10', 'SRL': b'\x00\x1a', 'SRD': {'NTM': b'\x1b\xee\x00u', 'LAT': b'\x9c\xfbO\x00', 'LONG': b'*\xfa&\x00', 'ALTE': '1', 'LOHS': '0', 'LAHS': '0', 'MV': '1', 'BB': '1', 'CS': '0', 'FIX': '1', 'VLD': '1', 'SPD0': b'\x0c', 'DIRH': '0', 'ALTS': '0', 'SPD1': '000000', 'DIR': b'\x00', 'ODM': b'+\x05\x00', 'DIN': b'\x00', 'SRC': b'\x00', 'ALT': b'\xa9\x00\x00'}}, 'SRD=2': {'SRT': b'\x11', 'SRL': b'\x00\x06', 'SRD': {'NSFE': '0', 'SFE': '1', 'PFE': '1', 'HFE': '1', 'VFE': '0', 'HDOP': b'\x00d', 'PDOP': b'\x00\x8c', 'SAT': b'\x0b', 'NS': b''}}, 'SRD=3': {'SRT': b'\x12', 'SRL': b'\x00\x1c', 'SRD': {'DIOE8': '0', 'DIOE7': '0', 'DIOE6': '0', 'DIOE5': '0', 'DIOE4': '0', 'DIOE3': '0', 'DIOE2': '0', 'DIOE1': '1', 'DOUT': b'\x0f', 'ASFE8': '1', 'ASFE7': '1', 'ASFE6': '1', 'ASFE5': '1', 'ASFE4': '1', 'ASFE3': '1', 'ASFE2': '1', 'ASFE1': '1', 'ADIO1': b'\x00', 'ANS1': b'\x00\x00\x00', 'ANS2': b'\x00\x00\x00', 'ANS3': b'\x00\x00\x00', 'ANS4': b'\x00\x00\x00', 'ANS5': b'\x00\x00\x00', 'ANS6': b'\x00\x00\x00', 'ANS7': b'\x00\x00\x00', 'ANS8': b'\x00\x00\x00'}}, 'SRD=4': {'SRT': b'\x14', 'SRL': b'\x00\x05', 'SRD': {'SA': b'\x02', 'ATM': b"\x04'\x00\x82"}}, 'SRD=5': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'd', 'CNV': b't\xe2\x00'}}, 'SRD=6': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'e', 'CNV': b'\x03\x00\x00'}}, 'SRD=7': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'f', 'CNV': b'\x01\x00\x00'}}, 'SRD=8': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'g', 'CNV': b'w\xe2\x00'}}, 'SRD=9': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'h', 'CNV': b't\xe2\x00'}}, 'SRD=10': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'i', 'CNV': b'u;+'}}, 'SRD=11': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'n', 'CNV': b't\xe2\x00'}}}}, 'RID=4': {'RL': b'\x00~', 'RN': b'\x00\x05', 'RFL': b'\x81', 'SSOD': '1', 'RSOD': '0', 'GRP': '0', 'RPP': '00', 'TMFE': '0', 'EVFE': '0', 'OBFE': '1', 'OID': b'\x11\xff\xff\xff', 'SST': b'\x02', 'RST': b'\x02', 'RD': {'SRD=1': {'SRT': b'\x10', 'SRL': b'\x00\x1a', 'SRD': {'NTM': b'\x1b\xee\x00u', 'LAT': b'\x9c\xfbO\x00', 'LONG': b'*\xfa&\x00', 'ALTE': '1', 'LOHS': '0', 'LAHS': '0', 'MV': '1', 'BB': '1', 'CS': '0', 'FIX': '1', 'VLD': '1', 'SPD0': b'\x0c', 'DIRH': '0', 'ALTS': '0', 'SPD1': '000000', 'DIR': b'\x00', 'ODM': b'+\x05\x00', 'DIN': b'\x00', 'SRC': b'\x00', 'ALT': b'\xa9\x00\x00'}}, 'SRD=2': {'SRT': b'\x11', 'SRL': b'\x00\x06', 'SRD': {'NSFE': '0', 'SFE': '1', 'PFE': '1', 'HFE': '1', 'VFE': '0', 'HDOP': b'\x00d', 'PDOP': b'\x00\x8c', 'SAT': b'\x0b', 'NS': b''}}, 'SRD=3': {'SRT': b'\x12', 'SRL': b'\x00\x1c', 'SRD': {'DIOE8': '0', 'DIOE7': '0', 'DIOE6': '0', 'DIOE5': '0', 'DIOE4': '0', 'DIOE3': '0', 'DIOE2': '0', 'DIOE1': '1', 'DOUT': b'\x0f', 'ASFE8': '1', 'ASFE7': '1', 'ASFE6': '1', 'ASFE5': '1', 'ASFE4': '1', 'ASFE3': '1', 'ASFE2': '1', 'ASFE1': '1', 'ADIO1': b'\x00', 'ANS1': b'\x00\x00\x00', 'ANS2': b'\x00\x00\x00', 'ANS3': b'\x00\x00\x00', 'ANS4': b'\x00\x00\x00', 'ANS5': b'\x00\x00\x00', 'ANS6': b'\x00\x00\x00', 'ANS7': b'\x00\x00\x00', 'ANS8': b'\x00\x00\x00'}}, 'SRD=4': {'SRT': b'\x14', 'SRL': b'\x00\x05', 'SRD': {'SA': b'\x02', 'ATM': b"\x04'\x00\x82"}}, 'SRD=5': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'd', 'CNV': b't\xe2\x00'}}, 'SRD=6': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'e', 'CNV': b'\x03\x00\x00'}}, 'SRD=7': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'f', 'CNV': b'\x01\x00\x00'}}, 'SRD=8': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'g', 'CNV': b'w\xe2\x00'}}, 'SRD=9': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'h', 'CNV': b't\xe2\x00'}}, 'SRD=10': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'i', 'CNV': b'u;+'}}, 'SRD=11': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'n', 'CNV': b't\xe2\x00'}}}}}, 'SFRCS': b'\xb8\xc5'}
2024-11-06 12:53:18 | Server -> ('10.200.4.143', 65313) | Отправил пакет | b'\x01\x00\x00\x0b\x00\x03\x00\x02\x00\x00\xdc\x02\x00\x00\xfc\xa2'
2024-11-06 12:53:30 | ('10.200.4.143', 65313) -> Server | Отправил пакет | b"\x01\x00\x00\x0b\x00\x89\x00\x03\x00\x01\xb1~\x00\x07\x00\x81\xff\xff\xff\x11\x02\x02\x10\x1a\x00\x9a\x01\xee\x1b\x00X\xfb\x9c\x80'\xfa*\x93\x03\x00\x00-\x05\x00\x00\x00\xac\x00\x00\x00\x00\x11\x06\x00\x0ex\x00\xaa\x00\t\x12\x1c\x00\x01\x0f\xff\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x14\x05\x00\x02\x82\x00'\x04\x19\x04\x00dx\xe2\x00\x19\x04\x00e\x00\x00\x00\x19\x04\x00f\x01\x00\x00\x19\x04\x00gx\xe2\x00\x19\x04\x00hx\xe2\x00\x19\x04\x00i\x9a<+\x19\x04\x00nx\xe2\x00\xfe\x8a"
2024-11-06 12:53:30 | ('10.200.4.143', 65313) -> Server | Отправленный пакет обработан | {'PRV': b'\x01', 'SKID': b'\x00', 'tmp_byte': b'\x00', 'PRF': '00', 'RTE': '0', 'ENA': '00', 'CMP': '0', 'PR': '00', 'HL': b'\x0b', 'HE': b'\x00', 'FDL': b'\x00\x89', 'PID': b'\x00\x03', 'PT': b'\x01', 'HCS': b'\xb1', 'SFRD': {'RID=1': {'RL': b'\x00~', 'RN': b'\x00\x07', 'RFL': b'\x81', 'SSOD': '1', 'RSOD': '0', 'GRP': '0', 'RPP': '00', 'TMFE': '0', 'EVFE': '0', 'OBFE': '1', 'OID': b'\x11\xff\xff\xff', 'SST': b'\x02', 'RST': b'\x02', 'RD': {'SRD=1': {'SRT': b'\x10', 'SRL': b'\x00\x1a', 'SRD': {'NTM': b'\x1b\xee\x01\x9a', 'LAT': b'\x9c\xfbX\x00', 'LONG': b"*\xfa'\x80", 'ALTE': '1', 'LOHS': '0', 'LAHS': '0', 'MV': '1', 'BB': '0', 'CS': '0', 'FIX': '1', 'VLD': '1', 'SPD0': b'\x03', 'DIRH': '0', 'ALTS': '0', 'SPD1': '000000', 'DIR': b'\x00', 'ODM': b'-\x05\x00', 'DIN': b'\x00', 'SRC': b'\x00', 'ALT': b'\xac\x00\x00'}}, 'SRD=2': {'SRT': b'\x11', 'SRL': b'\x00\x06', 'SRD': {'NSFE': '0', 'SFE': '1', 'PFE': '1', 'HFE': '1', 'VFE': '0', 'HDOP': b'\x00x', 'PDOP': b'\x00\xaa', 'SAT': b'\t', 'NS': b''}}, 'SRD=3': {'SRT': b'\x12', 'SRL': b'\x00\x1c', 'SRD': {'DIOE8': '0', 'DIOE7': '0', 'DIOE6': '0', 'DIOE5': '0', 'DIOE4': '0', 'DIOE3': '0', 'DIOE2': '0', 'DIOE1': '1', 'DOUT': b'\x0f', 'ASFE8': '1', 'ASFE7': '1', 'ASFE6': '1', 'ASFE5': '1', 'ASFE4': '1', 'ASFE3': '1', 'ASFE2': '1', 'ASFE1': '1', 'ADIO1': b'\x00', 'ANS1': b'\x00\x00\x00', 'ANS2': b'\x00\x00\x00', 'ANS3': b'\x00\x00\x00', 'ANS4': b'\x00\x00\x00', 'ANS5': b'\x00\x00\x00', 'ANS6': b'\x00\x00\x00', 'ANS7': b'\x00\x00\x00', 'ANS8': b'\x00\x00\x00'}}, 'SRD=4': {'SRT': b'\x14', 'SRL': b'\x00\x05', 'SRD': {'SA': b'\x02', 'ATM': b"\x04'\x00\x82"}}, 'SRD=5': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'd', 'CNV': b'x\xe2\x00'}}, 'SRD=6': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'e', 'CNV': b'\x00\x00\x00'}}, 'SRD=7': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'f', 'CNV': b'\x01\x00\x00'}}, 'SRD=8': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'g', 'CNV': b'x\xe2\x00'}}, 'SRD=9': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'h', 'CNV': b'x\xe2\x00'}}, 'SRD=10': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'i', 'CNV': b'\x9a<+'}}, 'SRD=11': {'SRT': b'\x19', 'SRL': b'\x00\x04', 'SRD': {'CN': b'n', 'CNV': b'x\xe2\x00'}}}}}, 'SFRCS': b'\x8a\xfe'}
2024-11-06 12:53:30 | Server -> ('10.200.4.143', 65313) | Отправил пакет | b'\x01\x00\x00\x0b\x00\x03\x00\x03\x00\x00\x9a\x03\x00\x00\xcc\x95'
2024-11-06 12:55:10 | ('10.200.4.143', 65313) -> Server | Отправил пакет | b"\x01\x00\x00\x0b\x00\x89\x00\x04\x00\x01R~\x00\t\x00\x81\xff\xff\xff\x11\x02\x02\x10\x1a\x00\xfe\x01\xee\x1b\x00M\xfb\x9c\x00+\xfa*\x93\x0b\x00\x00-\x05\x00\x00\x00\xad\x00\x00\x00\x00\x11\x06\x00\xeen\x00\xaa\x00\t\x12\x1c\x00\x01\x0f\xff\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x14\x05\x00\x02\x82\x00'\x04\x19\x04\x00dy\xe2\x00\x19\x04\x00e\x00\x00\x00\x19\x04\x00f\x01\x00\x00\x19\x04\x00gy\xe2\x00\x19\x04\x00hy\xe2\x00\x19\x04\x00i\xfe<+\x19\x04\x00ny\xe2\x00\x975"
